name,address,icon,userComment,rating,tags,photos
"beau site","Près de D915, 63560 Servant, France","generic","Au bord de l'eau ","","Restaurant#Parc & Nature#Tranquilou",""
"Les Pissoux","Route de la Gravière, 63590 Cunlhat, France","restaurant","Pizza/ trucs auvergnat / plat du jour
12-16€ 
Sympa et bon 
Pas de CB. Reserver
","","Restaurant#Tranquilou",""
"Thiers","63300 Thiers, France","train","","","A visiter#Village mignon",""
"Tour De L'Horloge","4 Rue du Ponteil, 63500 Issoire, France","generic","Expo chouette  + vue en haut de la tour","","Musee#Monument",""
"pâtisserie Elo ","Près de 13 Rue Gambetta, 63500 Issoire, France","generic","","","À essayer#Cafe",""
"Empreintes Végétales","25 Place de la République, 63500 Issoire, France","supermarket","","","À essayer#Restaurant#Tranquilou#Cafe",""
"La Table d'Arthur","35 Rue Saint-Antoine, 63500 Issoire, France","restaurant","","","À essayer#Restaurant",""
"Les Grottes de Jonas","63610 Saint-Pierre-Colamine, France","geocode","","","A visiter#Parc & Nature",""
"Boudes, Auvergne-Rhône-Alpes, France","Auvergne-Rhône-Alpes, France","geocode","","","A voir#Village mignon",""
"Nonette-Orsonnette, Auvergne-Rhône-Alpes, France","Auvergne-Rhône-Alpes, France","geocode","","","A voir#Village mignon",""
"Montpeyroux, Auvergne-Rhône-Alpes, France","Auvergne-Rhône-Alpes, France","geocode","","","A voir#Village mignon",""
"pic de la garde","Auvergne-Rhône-Alpes, France","geocode","","","A voir#Parc & Nature",""
"Quartier medieval de Billom","8 Rue des Boucheries, 63160 Billom, France","geocode","","","A visiter#Village mignon",""
"Usson, Auvergne-Rhône-Alpes, France","Auvergne-Rhône-Alpes, France","geocode","","","A visiter#Village mignon",""
"bazar cafe","Bourgogne-Franche-Comté, France","geocode","","","À essayer#Bar#Restaurant#Tranquilou",""
"Chateau La Coste","2750 Route De La Cride, 13610 Le Puy-Sainte-Réparade, France","generic","","","A visiter#Parc & Nature#Musee",""
"Chateau D'Arlempdes","43490 Arlempdes, France","generic","","","A visiter#Monument",""
"chloe cousine","Nouvelle-Aquitaine, France","geocode","","","A visiter",""
"La Guinguette à Jojo","Chaloche, 49320 Saint-Saturnin-sur-Loire, France","restaurant","","","Grignotage#Tranquilou",""
"Clisson","44190 Clisson, France","generic","","","A voir#Village mignon",""
"Basis - Paris","79 Rue de Belleville, 75019 Paris, France","restaurant","Kebab sympa","","À essayer#Sandwich",""
"Île Saint-Aubin","49100 Angers, France","home","","","Bar#Grignotage#Parc & Nature#Jeux#Tranquilou",""
"Saint Florent le Vieil","13 Route de Beaupréau, Saint-Florent-le-Vieil, 49410 Mauges-sur-Loire, France","generic","","","A visiter",""
"Bonneval","28800 Bonneval, France","geocode","","","A visiter",""
"Tienda Casa Lis (Prior","Calle del Prior, 4, 37002 Salamanca (Salamanca), España","supermarket","","","A visiter",""
"Chalbens","33 Rue de la Chine, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"L'Epicier Moderne (Sc L Epicerie Modern)","24 Place Paul Doumer, 13200 Arles, France","restaurant","","","Restaurant",""
"La Mamma","20 Rue de l'Amphithéâtre, 13200 Arles, France","restaurant","Italien, pâtes très bonnes très bien servies.
Tiramisu ++","","Restaurant",""
"le petit bar a thym ","13200 Arles, France","geocode","","","Grignotage",""
"L'Épicerie du Cloître","16 Rue du Cloître, 13200 Arles, France","restaurant","","","À essayer#Restaurant",""
"JANET by Homer","13 Rue Rambuteau, 75004 Paris, France","shopping","","","À essayer#Sandwich",""
"Saint Jerome Monastery","Calle del Rector López Argüeta, 9, 18001 Granada, Espagne","worship","","","A visiter",""
"Yuvarlakçay Restaurant","Köyceğiz Muğla, Türkiye","restaurant","","","À essayer#Restaurant",""
"Musée des Plans-Reliefs","Hôtel National des Invalides, 75007 Paris, France","museum","Conseillé par will","","A visiter#Musee",""
"Trattoria Ghost","Via Sotto il Forte 2, 04013 Sermoneta LT, Italia","restaurant","Resto préféré Will anna
Très classique, à côté d'un château ville medievale","","À essayer#Restaurant",""
"Il Forno del Procoio","Via dell'⁠Abbazia 1, Borgo di Fossanova, 04015 Priverno, Provincia di Latina, Italia","restaurant","Resto préfère will","","Restaurant#À essayer",""
"Abbazia di Fossanova","Via San Tommaso d'Aquino 1, 04015 Fossanova, Latina, Italia","worship","Resto préfère will anna","","À essayer#Restaurant",""
"Château de Beaumesnil","2 Rue des Forges, 27410 Beaumesnil, France","generic","Conseillé Par Ben V
Avec gîte ","","A visiter",""
"La Maison Bistrot","65 Bd de la Villette, 75010 Paris, France","bar","","","À essayer#Bar#Restaurant",""
"La Piadina","Carrer de la Santa Creu, 1, 08024 Barcelone, Espagne","restaurant","","","Grignotage",""
"la nena","carrer Ramon y cajal 36 barcelona","generic","Churros con chocolate","","Cafe#Kids#Tranquilou",""
"cafe del teatro","08012 Vila de Gràcia Barcelone Espagne","geocode","","","À essayer#Cafe",""
"Déco Room","14 Rue Saint-Laurent, 14000 Caen, France","restaurant","","","Grignotage#Tranquilou#Brunch#Cafe",""
"Boudoir Et Comptoir","15 Rue Pémagnie, 14000 Caen, France","restaurant","","","Grignotage#Tranquilou#Bar",""
"CHANCEUX St Maur","57 Rue Saint-Maur, 75011 Paris, France","restaurant","","","À essayer#Grignotage#Sandwich",""
"Kafkaf","7 rue keller, Paris 75011","restaurant","","","À essayer#Restaurant",""
"Kamkoun Thaï","13 Rue Blondel 75002 Paris","restaurant","Très bon Thai tout petit conseillé par les bigots ","","Restaurant",""
"mini nip ","4 Rue de la Tour d'Auvergne 75009  Paris","civic","De la part de Claire chèref maman d'Emma, copine de iris. ","","Bidules#Boutique",""
"dancing underground","104 Avenue d'Italie75013  Paris","civic","","","Bar",""
"Château de Chenonceau","37150 Chenonceaux, France","generic","","","Monument",""
"Abbaye Royale de Fontevraud","49590 Fontevraud-l'Abbaye, France","historic","","","A visiter#Monument",""
"La Croisee des Mondes","304 Rue de Belleville 75020 Paris France","library","","","Bidules#Librairie",""
"Plan D - DWICH & GLACE","22 Rue des Vinaigriers, 75010 Paris, France","restaurant","","","À essayer#Restaurant",""
"Juicy and Tasty","78 Rue la Fayette, 75009 Paris, France","restaurant","","","À essayer#Restaurant",""
"Petit Tien Hiang","23 Avenue Claude Vellefaux, 75010 Paris, France","restaurant","","","À essayer#Restaurant",""
"Le Pinceau","3 Rue Dénoyez, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Les saintes cheries","29 Rue Bouchardon, 75010 Paris, France","shopping","","","Bidules#Boutique",""
"SAF-NAWAY","68 Avenue de la République, 75011 Paris, France","restaurant","Africain","","À essayer#Restaurant",""
"Sanukiya","9 Rue d'Argenteuil, 75001 Paris, France","restaurant","","","À essayer#Restaurant",""
"L'ÉCHAPPÉE","64 Rue de la Folie Méricourt, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"Café Obrkof","41 boulevard Voltaire Paris 75011","cafe","","","À essayer#Tranquilou",""
"CLINT PARIS 11ème","174 Rue de la Roquette, Paris 75011","restaurant","","","À essayer#Brunch",""
"Jiji","57 Rue de Turenne, 75003 Paris, France","restaurant","","","À essayer#Restaurant",""
"La Petite Maison Dans La Cour","9 Rue Saint-Paul, 75004 Paris, France","restaurant","","","À essayer#Restaurant#Tranquilou",""
"L'inattendu","13-15 Rue Saint-Paul, 75004 Paris, France","restaurant","","","À essayer#Restaurant#Tranquilou",""
"Musée de la sculpture en plein air Musée de la sculpture en plein air","11 Bis Quai Saint-Bernard, 75005 Paris, France","museum","","","A visiter",""
"Le Testeur de commerce Semaest","14 Rue du Château d'Eau, 75010 Paris, France","shopping","","","Boutique#Bidules",""
"L'Auto École","101 Rue Oberkampf 75011 Paris","shopping_women","","","Bidules#Boutique",""
"Le Fleuve Rouge Bann Wane Wan","1 Rue Pradier, 75019 Paris, France","restaurant","","","À essayer#Restaurant",""
"Tien Hiang","14 Rue Bichat, 75010 Paris, France","restaurant","Vietnamien vegetarien","","À essayer#Restaurant",""
"Aux trois arbres","154 Avenue de Flandre, 75019 Paris, France","restaurant","","","À essayer#Restaurant",""
"Les Bancs Publics","2 Rue de Nantes, 75019 Paris, France","restaurant","","","À essayer#Restaurant",""
"La Bonace","7 Rue de Nantes, 75019 Paris, France","restaurant","","","À essayer#Restaurant",""
"Restaurant Mensae","23 Rue Melingue, 75019 Paris, France","restaurant","","","Amis#Restaurant",""
"Restaurant Quedubon","22 Rue du Plateau, 75019 Paris, France","restaurant","","","À essayer#Restaurant",""
"A l'endroit","9 Rue du Tunnel, 75019 Paris, France","restaurant","","","À essayer#Restaurant",""
"La Cantine Bretonne","22bis rue de l’Ourcq, 75019 Paris, France","restaurant","Crepes","","À essayer#Restaurant",""
"Méli Mellow - Restaurant Paris 20","55 Bis Rue De Bagnolet bis Paris 75020","restaurant","","","À essayer#Brunch#Restaurant",""
"Mino","42 Rue de Ménilmontant, 75020 Paris, France","restaurant","","","À essayer#Restaurant#Brunch",""
"Il Posto","356 Rue des Pyrénées, 75020 Paris, France","restaurant","Pizzeria","","À essayer#Restaurant",""
"L'Atelier","2 bis Rue du Jourdain, 75020 Paris, France","shopping","","","Boutique#Bidules",""
"Librairie du Canal","3 Rue Eugène Varlin, 75010 Paris, France","shopping","","","Bidules#Librairie",""
"Longtemps","22 Avenue Mathurin Moreau, 75019 Paris, France","shopping","","","Bidules#Librairie",""
"La Boulangerie","30 Rue des Trois Frères, 75018 Paris, France","shopping","","","Boutique#Bidules",""
"Pink Mamma","20BIS Rue de Douai Paris France","restaurant","","","À essayer#Restaurant",""
"Les Chambres","57 Boulevard Anatole France, 93300 Aubervilliers, France","restaurant"," tiers lieu coworking... ","","A visiter",""
"Fripon Paris","108 Rue de Ménilmontant, 75020 Paris, France","restaurant","","","À essayer#Restaurant#Chic",""
"les createurs de saison","75018 Paris","civic","","","Bidules#Boutique",""
"Maison Victor horta","Rue Américaine 271060  Saint-Gilles (Bruxelles) Belgique","civic","Maison art nouveau conseillé par les Bigots ","","A visiter#Monument",""
"Lavomatic","30 Rue René Boulanger, Paris, France","bar","","","À essayer#Bar#Insolite",""
"L'Épicier","24 Rue Notre Dame de Nazareth, 75003 Paris, France","bar","","","À essayer#Bar#Insolite",""
"atelier des créateurs ","1 Rue Ravignan 75018 Paris","civic","","","Bidules",""
"kiosque ethique","Place de la Bataille de Stalingrad75019  Paris","geocode","","","Zero déchet#Bidules",""
"Climbing District","55 Rue de Meaux, 75019 Paris, France","generic","Escalade /coworking","","À essayer#Cafe#Tranquilou",""
"en second lieu","58 Rue du Château d'eau 75010  Paris","civic","Appartement second main/zéro dechets","","Bidules#Zero déchet",""
"Lullaby","18 Rue des Panoyaux, 75020 Paris, France","bar","","","À essayer#Restaurant",""
"Librairie Le Genre Urbain","60 Rue de Belleville, 75020 Paris, France","shopping","","","Bidules#Librairie",""
"Le Monte-en-l'air","71 rue de Ménilmontant / 2 rue de la Mare, 75020 Paris, France","library","","","Librairie#Bidules",""
"The Naked Shop","75 Rue Oberkampf, 75011 Paris, France","shopping","","","Zero déchet#Bidules",""
"L'épicerie Kilogramme - épicerie en vrac et zéro déchet - produits locaux et bio","10 Rue de Meaux, 75019 Paris, France","shopping","","","Zero déchet#Bidules",""
"Quartier Saint-Leu","Place Parmentier 80000 Amiens","museum","","","A visiter",""
"Le Quai","13-15 Quai Bélu, Quartier Saint Leu, 80000 Amiens, France","restaurant","","","A voir",""
"Les Hortillonnages d'Amiens","54 Boulevard de Beauvillé 80000 Amiens","museum","Jusqu'à fin octobre ","","A voir#Parc & Nature",""
"Cathédrale Notre-Dame d'Amiens","30 Place Notre Dame, 80000 Amiens, France","worship","","","A visiter#Monument",""
"Le Favori","112 Rue Saint-Maur, 75011 Paris, France","restaurant","","","Sandwich",""
"yumee café ","5 Rue du Dragon 75006  Paris","civic","Fluffy pancakes ","","À essayer#Brunch",""
"Becquetance","67 Rue de Ménilmontant, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Mian Guan","34 Rue de Belleville, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"teamLab Borderless","〒135-0064, 東京都江東区, 青海1丁目3番8号, お台場パレットタウン2F","hospital","","","A visiter#Musee",""
"Papier Merveille","1 Rue Joséphin Soulary, 69004 Lyon, France","shopping","Papeterie comme Papier tigre","","A voir#Boutique",""
"top top. ceramique","12 Rue Saint-Sabin 75011  Paris","business","Céramique trop jolie","","A voir#Boutique",""
"Là Haut","8 Rue Pixérécourt, 75020 Paris, France","restaurant","","","Cafe#Restaurant",""
"atelier de la création ","103 Boulevard Jean Jaurès 92100  Boulogne-Billancourt","civic","","","Mercerie",""
"Tranché ","3 Rue Damiette 76000  Rouen","civic","","","Brunch#Cafe#Restaurant#Tranquilou",""
"Biotiful Batignolles","18 Rue Biot, 75017 Paris, France","restaurant","Pizza bio et tout et tout ","","À essayer#Restaurant",""
"Casero","9 Rue Biot, 75017 Paris, France","restaurant","","","À essayer#Village de france#Latino",""
"Mesita","2 Rue Pierre Fontaine, 75009 Paris, France","restaurant","","","À essayer#Latino#Restaurant",""
"Forteresse de Najac","Rue du Chateau, 12270 Najac, France","museum","","","A visiter#Monument#Village mignon",""
"Château de La Mothe Chandeniers","La Mothe Chandeniers, 86120 Les Trois-Moutiers, France","historic","","","A visiter#Monument",""
"En second lieu","58 rue du château d'eau 75010 Paris, France","generic","","","Boutique#Zero déchet",""
"Bolibar","45 Avenue Simon Bolivar, 75019 Paris, France","bar","","","À essayer#Bar#Cafe#Tranquilou",""
"Les Jardins du Pont Neuf","Quai de l'Horloge, 75001 Paris, France","restaurant","Péniche chic belle plantes ","","À essayer#Restaurant#Tranquilou#Cafe#Bar",""
"Hotel Ristorante Grotta Palazzese","Via Narciso, 59 70044 Polignano a Mare Italy","lodging","Resto fou falaise
","","Restaurant#Parc & Nature",""
"Sando Club","1-3 Pass. Thiéré, 75011 Paris, France","restaurant","","","À essayer#Grignotage#Restaurant",""
"Abbaye de Noirlac","18200 Bruère-Allichamps France","historic","","","A visiter#Monument",""
"Château d'Ainay-le-Vieil","D1 18200 Ainay-le-Vieil France","historic","","","A visiter#Monument",""
"Parc Floral","Le Bourg, 18150 Apremont-sur-Allier, France","historic","","","Village mignon#A visiter",""
"Office de Tourisme","D219 63150 Murat-le-Quaire France","travel","","","Parc & Nature",""
"lac de l'esclauze","63850 Égliseneuve-d'Entraigues","tourism","Lac","","Parc & Nature",""
"Les Thermes du Mont Dore","1 Place du Panthéon 63240 Mont-Dore France","civic","","","Tranquilou",""
"Tourbière de Gayme","picherande","generic","","","Parc & Nature",""
"Lac Pavin","Lac Pavin, 63610 Besse-et-Saint-Anastaise, France","geocode","Tour du lac dans la forêt avec vue sur le lac
Familial mais pas poussette 
1h","","Parc & Nature",""
"Puy Pariou","Puy Pariou, 63870 Orcines, France","geocode","","","Parc & Nature",""
"Commune de Champeix","63320 Champeix France","civic","","","Village mignon",""
"Saint-Floret","63320 Saint-Floret France","geocode","","","Village mignon",""
"Issoire","63500 Issoire France","geocode","","","A visiter#Village mignon",""
"Hôtel De La Providence","13, Route de Besse","lodging","","","Kids",""
"Z.A.C. de la Sopriat","15270 Lanobre France","forest","","","Monument",""
"Réserve Nat. Vallée de Chaudefour","France","forest","","","Parc & Nature",""
"Maison du Parc des Volcans D'Auvergne","Lieu-dit Montlosier 63970 Aydat France","travel","","","Parc & Nature",""
"Eglise de Saint-Nectaire","Quartier du Barberoux 63710 Saint-Nectaire France","worship","","","Village mignon",""
"La Fontaine Salée","15 Avenue de la Fontaine Salée 31260 Salies-du-Salat France","hospital","","","Parc & Nature",""
"Mont-Dore/Massif du Sancy","D983 63240 Mont-Dore France","beach","","","A voir#Parc & Nature",""
"Cité Médiévale de Besse","Rue de l'Abbé Blot 63610 Besse-et-Saint-Anastaise France","historic","","","Village mignon",""
"Office de Tourisme du Pays de Salers","Place Tyssandier d'Escous 15140 Salers France","travel","","","Village mignon",""
"Réserve Naturelle Nationale des Sagnes de la Godivelle","D32 B France","stadium","","","Parc & Nature",""
"Le Lac Chambon","D996 63790 Chambon-sur-Lac France","restaurant","","","A voir#Parc & Nature",""
"Chateau de Murol","1 Rue du Château 62173 Rivière France","historic","","","A visiter#Monument#Parc & Nature",""
"Robert","32 rue de la fontaine au roi","restaurant","","","À essayer#Restaurant",""
"Les Poireaux de Marguerite","14 Rue Alphonse Baudin, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"Chateau de Chazeron","63410 Loubeyrat France","historic","","","A visiter#Monument",""
"Amagat","23 Villa Riberolle, 75020 Paris, France","restaurant","Demander place dehors","","À essayer#Restaurant",""
"Caché","13 Villa Riberolle, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"LA CONFIDENTE","125 Av. Gambetta Paris 75020","restaurant","Vegetarien","","À essayer#Restaurant",""
"Marchon","161 Rue Saint-Maur 75011 Paris France","fastfood","","","À essayer#Restaurant",""
"Jah Jah by le tricycle","11 Rue des Petites Écuries, 75010 Paris, France","restaurant","Vegetarien","","À essayer#Restaurant",""
"Chateau de Montreuil-Bellay","Place des Ormeaux 49260 Montreuil-Bellay France","museum","","","A visiter#Monument",""
"Trois Fois plus de Piment Saint Germain","17 Rue Frédéric Sauton, 75005 Paris, France","restaurant","","","Restaurant",""
"Trois Fois Plus De Piment","184 Rue Saint-Martin, 75003 Paris, France","restaurant","","","Restaurant",""
"pagode wat thammamathip","243 Rue des Marronniers 77550 Moissy-Cramayel France","civic","Restau Thai pas cher du tout plein air chouette et bon (enlarge your Paris) ","","À essayer#Parc & Nature#Restaurant",""
"Café Plum","12 Rue de Lengouzy, 81440 Lautrec","library","Tiers lieu","","A voir",""
"Sørvágs Kirkja","14 Kirkjuvegur Sørvágs, 380 Faroe Islands","worship","Lac au dessus de falaise
","","A visiter#Parc & Nature",""
"MULKO","29 Rue d'Enghien, 75010 Paris, France","restaurant","Pote de Yannick de 5eme.gauche","","À essayer#Restaurant",""
"Le Baratin","3 Rue Jouye-Rouve 75020 Paris France","restaurant","","","À essayer#Restaurant",""
"Mijo T","6 Rue Victor Letalle, 75020 Paris","restaurant","","","À essayer#Restaurant",""
"Crêperie Armorix","23 Rue Sainte-Marthe, Paris 75010","restaurant","Crêperie ","","Restaurant#À essayer",""
"Pavillon aux Pivoines","21 Rue des Couronnes Paris France","restaurant","","","Restaurant",""
"The Hood Paris","80 Rue Jean-Pierre Timbaud, 75011 Paris, France","fastfood","","","Restaurant",""
"Petit Navire","85 Rue Julien Lacroix Paris 75020","restaurant","","","À essayer#Restaurant",""
"Paloma","93 Rue Julien Lacroix, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Un Monde Gourmand","18 Rue Poissonnière, 75002 Paris, France","supermarket","Réinsertion / frais / fait maison / sympa, café clandestin avec Marlene ","","Restaurant#Cafe",""
"Martin","24 Boulevard du Temple, 75011 Paris, France","bar","","","À essayer#Restaurant",""
"L'Ebauchoir","43 Rue de Cîteaux, 75012 Paris, France","restaurant","Bon Bistrot parisien adresse de Marlene","","À essayer#Restaurant",""
"BRIGADE DU TIGRE","38 Rue du faubourg Poissonnière","restaurant","","","À essayer#Restaurant",""
"Penny Lane","18 Rue du Faubourg Poissonnière, 75010 Paris, France","restaurant","Sandwich aux asperges trop bon avec Marlene","","Restaurant",""
"East Side Burgers","60 Bd Voltaire, 75011 Paris, France","restaurant","Burgers vegan ","","À essayer#Restaurant",""
"Square Rene Viviani","Rue Lagrange 75005 Paris France","beach","Plus vieil arbre de paris","","A visiter#Parc & Nature",""
"HOMADE","20 Rue Jacques Louvel-Tessier, 75010 Paris, France","restaurant","","","À essayer#Restaurant#Grignotage",""
"Sezono","13 Rue Jacques Louvel-Tessier, Paris 75010","restaurant","","","À essayer#Zero déchet#Restaurant#Tranquilou",""
"Chez Colette","42 Avenue Parmentier, 75011 Paris, France","fastfood","","","À essayer#Restaurant",""
"La tête ailleurs","42 rue de la Folie-Méricourt, 75011 Paris","library","","","Librairie",""
"La Cantine Gourmande","49 Rue de la Folie Méricourt, 75011 Paris, France","restaurant","","","À essayer#Restaurant#Grignotage",""
"Le Manguier","67, avenue Parmentier, 75011 Paris","restaurant","Sénégalais pas cher conseillé par guide popincourt alternative ","","À essayer#Restaurant",""
"Les Croisieres de Saint Cirq Lapopie","46330 Bouziès France","car","","","À essayer#Tranquilou#Parc & Nature",""
"Las galerías Rivoli","59 Rue de Rivoli, 75001 Paris, France","generic","","","A visiter#Insolite#Musee",""
"Miznon","22 Rue des Ecouffes, 75004 Paris, France","restaurant","Conseillé par Charlotte Noret  Erotisserie poulet grillé d’une manière formidable","","À essayer#Restaurant",""
"Mein Haus am See","Brunnen Berlin Germany","restaurant","Bar tranquille trop cool avec escalier ","","Bar#Tranquilou",""
"Château d'Eltz","Burg-Eltz-Straße 1, 56294 Münstermaifeld, Allemagne","generic","","","A visiter",""
"Nakagawa","142 Rue Oberkampf Paris France","restaurant","Vrai jap qui ne ressemble à rien. Okonomiyaki, ramen, udon etc...","","Restaurant#À essayer",""
"Parsley","47 Rue des Trois-Bornes 75011 Paris France","generic","","","À essayer#Restaurant",""
"Rond Sarrazin Et Calvados","21 Rue du Transvaal 75020 Paris France","restaurant","Crêperie ","","À essayer#Restaurant",""
"Banoi","129 Rue Amelot Paris France","fastfood","Rouleaux de printemps à tester","","À essayer#Restaurant",""
"Afendi Paris","84 Rue du Faubourg Saint-Denis Paris 75010","restaurant","Libanais","","À essayer#Restaurant",""
"Hélène et Madeleine","36 Rue Saint-Sébastien, 75011 Paris, France","cafe","","","Brunch#Cafe#Tranquilou#Grignotage",""
"The Naked Shop","73 Rue Oberkampf 75011 Paris France","generic","","","Zero déchet",""
"Cosi","6 Rue des Filles du Calvaire 75003 Paris France","generic","","","Cafe#À essayer#Grignotage#Tranquilou",""
"Mao dumpling bar","28 Rue de Saintonge, 75003 Paris, France","restaurant","","","À essayer#Restaurant",""
"OB-LA-DI","54 Rue de Saintonge, 75003 Paris, France","cafe","","","À essayer#Restaurant#Cafe",""
"Le croco du marais","6 Rue Dupetit-Thouars, 75003 Paris, France","restaurant","Salle en haut avec 3 tables de 8 tranquillou canap","","Bar#Restaurant#Cafe#Tranquilou","https://mapstr-prod.s3.amazonaws.com/74d0ca7c9fa0d77f1d3252767099ce87_customPlacePhoto.jpg"
"Pastificio Norma","75 Rue de Turbigo, Paris 75003","restaurant","Nb : + rue du vert bois juste à Cote","","À essayer#Restaurant",""
"Tasty Trip","1 Sentier de la Pointe, 75020 Paris-20E-Arrondissement, France","restaurant","","","À essayer#Restaurant",""
"Cali Sisters","17 rue notre dame des victoires, Paris 75002","restaurant","","","À essayer#Brunch",""
"La textilerie","22 Rue du Château-Landon 75010 Paris France","generic","Cours de couture / recup vêtements usagés/. Boutique fripes / vente tissu bio","","Boutique#Cafe#Mercerie",""
"Cafe Coin Pop","1 Rue Neuve Popincourt 75011 Paris France","generic","","","À essayer#Restaurant",""
"Papoterie","13 Rue Ternaux 75011 Paris France","generic","Café céramique ","","Tranquilou#À essayer",""
"Pontochoux","18 Rue du Pont-aux-Choux Paris France","restaurant","Curry japonais","","À essayer#Restaurant",""
"DEux Fois Plus De Piment","33 Rue Saint-Sébastien 75011 Paris France","business","","","Restaurant",""
"Le Jardin","52 Rue de la Bidassoa, 75020 Paris, France","restaurant","Couscous ","","Restaurant#À essayer",""
"Quatre Heures","95 Rue de Ménilmontant 75020 Paris France","generic","Cookies & brunch cool","","Tranquilou#Brunch",""
"L'Iliade Gréco Turques","59 Rue de Belleville, 75019 Paris, France","restaurant","Grec","","Restaurant#À essayer",""
"Le Papillon","129 Rue Mouffetard, 75005 Paris, France","restaurant","Jap ","","Restaurant",""
"Saintes","Boulevard de Vladimir 17100 Saintes France","train","","","A visiter#Village mignon",""
"69 Rte d'Honfleur","69 Rte d'Honfleur, 27500 Pont-Audemer, France","geocode","","","A voir#Village mignon",""
"Vernon","Boulevard Jean Jaurès 27200 Vernon France","gas_station","","","A voir#Village mignon",""
"Salin D'Aigues-Mortes","Route de L'Espiguette France","museum","","","A voir",""
"Fortifications de Provins","Avenue Anatole France 77160 Provins France","museum","","","A visiter",""
"XII","137 Avenue Jean Jaures, 75019 Paris","restaurant","","","À essayer#Restaurant#Bar",""
"Valentin","64 Rue Rebeval, 75019 Paris, France","restaurant","Conseillé par Bruno Eupatoria","","À essayer#Restaurant",""
"La Chance ","Rue Custine, 75018 Paris","generic","Resto vegan dans ancien coiffeur","","Restaurant#À essayer",""
"BICHE","40 rue Notre Dame De Nazareth Paris 75003","restaurant","","","À essayer#Grignotage#Bar",""
"Atelier Georges Rouault","2 Rue Émile Gilbert, 75012 Paris","generic","","","A visiter",""
"Lannion","22300 Lannion France","geocode","","","A voir",""
"Guérande","44350 Guérande France","geocode","","","A visiter",""
"Chateau de Machecoul","Boulevard du Château 44270 Machecoul-Saint-Même France","historic","","","A visiter",""
"Mairie de Plougasnou","14 Rue François Charles, 29630 Plougasnou","generic","Chez Gerard","","Amis#A voir",""
"Mairie de La Roche-Derrien","Rue Saint-Jean 22450 La Roche-Derrien France","civic","","","Village de france",""
"Mairie de Tréguier","Boulevard Anatole le Braz 22220 Tréguier France","civic","","","Village de france",""
"Chateau Medieval d’Oudon","Rue du Pont-Levis 44521 Oudon France","historic","","","Village de france",""
"Port du Croisic","Place de la Croix de Ville 44490 Le Croisic France","forest","","","Village de france",""
"Port de Piriac","44420 Piriac-sur-Mer France","forest","","","Village de france",""
"Village de Batz sur Mer","Rue de la Plage 44740 Batz-sur-Mer France","bar","","","Village de france",""
"Kerhinet","Lieu-dit La Petite Île 44410 Saint-Lyphard France","parking","","","Village de france",""
"Ot de Pontrieux Communauté","Place Yves le Trocquer France","travel","","","Village de france",""
"Office de Tourisme de Châtelaudren","31 Rue de la Gare 22170 Châtelaudren-Plouagat France","travel","","","Village de france",""
"Moncontour","37 Rue de Moncontour 22950 Trégueux France","train","","","Village de france",""
"Quintin","1 Place 1830 22800 Quintin France","gas_station","","","Village de france",""
"Musee de Poupees","Rue des Trente 56120 Josselin France","museum","","","Village de france",""
"Rue du Souvenir","Rue du Souvenir, 56460 Lizio, France","geocode","","","Village de france",""
"La Gacilly","Lieu-dit La Croix des Archers 56200 La Gacilly France","gas_station","","","Village de france",""
"Château de Rochefort-en-Terre","Rue des Douves 56220 Rochefort-en-Terre France","historic","","","Village de france",""
"Port de La Roche-Bernard","2 Quai Saint-Antoine 56130 La Roche-Bernard France","forest","","","Village de france",""
"Périllos","Périllos, 66600 Opoul-Périllos, France","geocode","Situé dans les Corbières en Pyrénées, le village de Périllos a été abandonné en 1970, après avoir accueilli une centaine d'habitants au XIXème siècle. Pourtant, le village possède un charme fou, de belles maisons en pierre et une vue sur les montagnes. Contrairement à d'autres, ce village fantôme est remarquablement conservé et semble figé dans le temps. Certains visiteurs s'y rendre pour visiter la chapelle Sainte-Barbe ainsi que l'église romane Saint-Michel qui date du XIIème siècle, et qui contient encore un Christ de la fin du XIXème siècle, une statue de l'enfant Jésus et de St Joseph du XVIIIème.","","A voir#Village fantome",""
"Chateauneuf Les moustiers","Châteauneuf les Moustiers, 04120 La Palud-sur-Verdon France","generic","Abandonné dans les années 30, Châteauneuf est un village fantôme situé dans les gorges du Verdon. Si le lieu est déserté, les pierres témoignent de l'histoire de cet endroit marqué par la guerre de 14/18, qui a tué 19 jeunes de la commune. Par la suite, des changements de voies de circulation ainsi que le départ des jeunes vers le bas pays ont poussé les quelques habitants restant à quitter définitivement le village. Malgré un projet de reconstruction en village d'artistes, les habitants des hameaux alentours ont souhaité conserver le village comme lieu de mémoire des gens du haut pays. De ce village totalement vide, il ne reste que des ruines, une tour du château, d'anciennes maisons et des ruelles où l'on se balade pour profiter du calme d'une balade loin des touristes des Alpes-Maritimes.","","A voir#Village fantome",""
